OBJECTID;DT_MAJ_GDUNO;CD_ORGNS;NOM_COURT;NOM_OFFCL;ADRS_GEO_L1_GDUNO;ADRS_GEO_L2_GDUNO;CD_MUNCP;NOM_MUNCP;STAT_MUNCP;CD_POSTL_GDUNO;TYPE_ORGNS;RESEAU;SITE_WEB;COORD_X_LL84;COORD_Y_LL84;ORDRE_ENS;STYLE_CART
38;20200706;020510;Conservatoire de musique de Rimouski;Conservatoire de musique de Rimouski;22, rue Sainte-Marie;;10043;Rimouski;V;G5L4E2;École gouvernementale;Gouvernemental;http://www.conservatoire.gouv.qc.ca/rimouski/index;-68.528938;48.449422;Collégial;3_Gouvernemental
162;20200706;100501;Conservatoire de musique de Saguenay;Conservatoire de musique de Saguenay;202, rue Jacques-Cartier Est;;94068;Saguenay;V;G7H6R8;École gouvernementale;Gouvernemental;http://www.conservatoire.gouv.qc.ca/saguenay/index;-71.061322;48.425983;Collégial;3_Gouvernemental
250;20200706;190504;ITA La Pocatière;Institut de technologie agroalimentaire, campus de La Pocatière;401, rue Poiré;;14085;La Pocatière;V;G0R1Z0;École gouvernementale;Gouvernemental;http://www.ita.qc.ca/;-70.039112;47.364841;Collégial;3_Gouvernemental
322;20200706;260504;Conservatoire de musique Trois-Rivières;Conservatoire de musique de Trois-Rivières;587, rue Radisson;;37067;Trois-Rivières;V;G9A2C8;École gouvernementale;Gouvernemental;http://www.conservatoire.gouv.qc.ca/reseau/conserv;-72.54645;46.343818;Collégial;3_Gouvernemental
488;20200706;440512;ITA St-Hyacinthe;Institut de technologie agroalimentaire, campus de Saint-Hyacinthe;3230, rue Sicotte;C.P. 70;54048;Saint-Hyacinthe;V;J2S7B3;École gouvernementale;Gouvernemental;http://www.ita.qc.ca;-72.967748;45.618869;Collégial;3_Gouvernemental
558;20200706;520500;Conservatoire de musique de Val-d'Or;Conservatoire de musique de Val-d'Or;88, rue Allard;;89008;Val-d'Or;V;J9P2Y1;École gouvernementale;Gouvernemental;http://www.conservatoire.gouv.qc.ca/val-dor/index.;-77.774428;48.095151;Collégial;3_Gouvernemental
527;20200706;470502;Conservatoire de musique de Gatineau;Conservatoire de musique de Gatineau;430, boul. Alexandre-Taché;;81017;Gatineau;V;J9A1M7;École gouvernementale;Gouvernemental;http://www.conservatoire.gouv.qc.ca;-75.748541;45.421701;Collégial;3_Gouvernemental
674;20200706;669510;Conservatoire de musique de Québec;Conservatoire de musique de Québec;270, rue Jacques-Parizeau;;23027;Québec;V;G1R5G1;École gouvernementale;Gouvernemental;https://www.conservatoire.gouv.qc.ca/reseau/conser;-71.221507;46.806112;Collégial;3_Gouvernemental
799;20200706;699600;Campus Macdonald - Université McGill;Macdonald College - Université McGill;Programme GTEA, Harrison House;21 111,  chemin Lakeshore;66117;Sainte-Anne-de-Bellevue;V;H9X3V9;École gouvernementale;Gouvernemental;http://www.mcgill.ca/fmt;-73.943265;45.40411;Collégial;3_Gouvernemental
1279;20200706;749572;Conservatoire de musique de Montréal;Conservatoire de musique de Montréal;4750, avenue Henri-Julien;;66023;Montréal;V;H2T2C8;École gouvernementale;Gouvernemental;http://www.conservatoire.gouv.qc.ca/montreal/index;-73.586346;45.523459;Collégial;3_Gouvernemental
1282;20200706;749655;Instit. tourisme et hôtellerie du Qc;Institut de tourisme et d'hôtellerie du Québec;3535, rue Saint-Denis;;66023;Montréal;V;H2X3P1;École gouvernementale;Gouvernemental;http://www.ithq.qc.ca/;-73.568679;45.51798;Collégial;3_Gouvernemental
1286;20200706;749691;ExperiSens;ExperiSens;3535 rue St-Denis;;66023;Montréal;V;H2X3P1;Centre collégial de transfert de technologie;Gouvernemental;;-73.568679;45.51798;Collégial;3_Gouvernemental
331;20200706;270543;Séminaire de Sherbrooke;Séminaire de Sherbrooke;195, rue Marquette;;43027;Sherbrooke;V;J1H1L6;Collège privé;Privé;http://www.seminaire-sherbrooke.qc.ca;-71.894517;45.403012;Collégial;2_Privé
332;20200706;277500;CDE Collège;CDE Collège;37, rue Wellington Nord;Bureau 101;43027;Sherbrooke;V;J1H5A9;Collège privé;Privé;http://www.cde-college.com;-71.890978;45.401926;Collégial;2_Privé
333;20200706;277501;CDE Collège;CDE Collège (secteur anglophone);37, rue Wellington Nord, bureau 101;;43027;Sherbrooke;V;J1H5A9;Installation collège privé;Privé;http://www.cde-college.com;-71.890978;45.401926;Collégial;2_Privé
343;20200706;290504;Collège CDI - Longueuil;Collège CDI Administration . Technologie . Santé - Longueuil;1111, rue Saint-Charles O, bureau 120;;58227;Longueuil;V;J4K5G4;Établissement d'enseignement collège privé;Privé;http://www.cdicollege.com/;-73.519792;45.526376;Collégial;2_Privé
344;20200706;294901;Académie de l'Entrepreneurship;Académie de l'Entrepreneurship;4660, montée Saint-Hubert, local 104;;58227;Longueuil;V;J3Y1V1;Collège privé;Privé;http://www.academie-ent.com;-73.438416;45.486093;Collégial;2_Privé
345;20200706;294903;Académie de l'Entrepreneurship;Académie de l'Entrepreneurship;1001, rue Sherbrooke Est, bureau 350;;66023;Montréal;V;H2L1L3;Installation collège privé;Privé;;-73.566455;45.520519;Collégial;2_Privé
346;20200706;303531;Institut supérieur d'informatique ISI;Institut supérieur d'informatique ISI;2100, boulevard de Maisonneuve Est;;66023;Montréal;V;H2K4S1;Collège privé;Privé;www.isi-mtl.com;-73.551278;45.525584;Collégial;2_Privé
281;20200706;210508;Campus Notre-Dame-de-Foy;Campus Notre-Dame-de-Foy;5000, rue Clément-Lockquell;;23072;Saint-Augustin-de-Desmaures;V;G3A1B3;Collège privé;Privé;http://www.cndf.qc.ca;-71.399553;46.736869;Collégial;2_Privé
282;20200706;210590;Centre RISC;Centre de recherche et d'innovation en sécurité civile - RISC;5000, rue Clément-Lockquell;;23072;Saint-Augustin-de-Desmaures;V;G3A1B3;Centre collégial de transfert de technologie;Privé;www.centrerisc.com;-71.399553;46.736868;Collégial;2_Privé
313;20200706;250506;Collège Ellis, campus de Drummondville;Collège Ellis, campus de Drummondville;235, rue Moisan;;49058;Drummondville;V;J2C1W9;Collège privé;Privé;http://www.ellis.qc.ca;-72.49141;45.882114;Collégial;2_Privé
320;20200706;260501;Collège Laflèche;Collège Laflèche;1687, boulevard du Carmel;;37067;Trois-Rivières;V;G8Z3R8;Collège privé;Privé;http://www.clafleche.qc.ca;-72.559547;46.350589;Collégial;2_Privé
321;20200706;260503;Collège Laflèche;Collège Laflèche;3300, chemin de l¿Aéroport;;37067;Trois-Rivières;V;G9A5E1;Installation collège privé;Privé;http://www.clafleche.qc.ca;-72.675316;46.364501;Collégial;2_Privé
323;20200706;260507;Collège Ellis, campus de Trois-Rivières;Collège Ellis, campus de Trois-Rivières;90, rue Dorval;;37067;Trois-Rivières;V;G8T5X7;Collège privé;Privé;http://www.ellis.qc.ca;-72.50922;46.36319;Collégial;2_Privé
416;20200706;359505;Institut d'enregistrement du Canada;Institut d'enregistrement du Canada;1207, rue Saint-André;;66023;Montréal;V;H2L3S8;Collège privé;Privé;http://www.recordingarts.com;-73.556427;45.515782;Collégial;2_Privé
347;20200706;303532;Institut ISI anglophone;Institut supérieur d'informatique ISI (secteur anglophone);2100, boulevard de Maisonneuve Est;;66023;Montréal;V;H2K4S1;Installation collège privé;Privé;www.isi-mtl.com;-73.551278;45.525584;Collégial;2_Privé
450;20200706;388551;Collège CDI - Laval, ens. en anglais;Collège CDI Administration . Technologie . Santé, enseignement en anglais;3, Place Laval, bureau 400;;65005;Laval;V;H7N1A2;Installation collège privé;Privé;http://www.cdicollege.ca;-73.704946;45.580726;Collégial;2_Privé
451;20200706;389551;Collège CDI - Laval;Collège CDI Administration . Technologie . Santé - Laval;3, Place Laval, bureau 400;;65005;Laval;V;H7N1A2;Établissement d'enseignement collège privé;Privé;http://www.cdicollege.ca;-73.704946;45.580726;Collégial;2_Privé
673;20200706;669506;Collège Mérici;Collège Mérici;755, Grande Allée Ouest;;23027;Québec;V;G1S1C1;Collège privé;Privé;http://www.merici.ca;-71.232673;46.795333;Collégial;2_Privé
675;20200706;669511;Orizon Aviation;Orizon Aviation;611, 6e avenue de l'Aéroport;;23027;Québec;V;G2G2T4;Installation collège privé;Privé;http://www.merici.ca;-71.378336;46.791092;Collégial;2_Privé
676;20200706;669537;Collège Bart (1975);Collège Bart (1975);751, côte d'Abraham;;23027;Québec;V;G1R1A2;Collège privé;Privé;http://www.bart.ca;-71.219135;46.812506;Collégial;2_Privé
677;20200706;669538;Collège Bart - Radio Télévision de Qc;Collège Bart (1975) / Collège Radio Télévision de Québec;751, Côte d'Abraham;;23027;Québec;V;G1R1A2;Installation collège privé;Privé;www.crtq.ca;-71.219135;46.812506;Collégial;2_Privé
678;20200706;669542;L'École de danse de Québec;L'École de danse de Québec;310, boul. Langelier, bureau 214;;23027;Québec;V;G1K5N3;Collège privé;Privé;http://www.ledq.qc.ca;-71.232131;46.813279;Collégial;2_Privé
679;20200706;669543;L'École de danse de Québec;L'École de danse de Québec;336, rue du Roi;;23027;Québec;V;G1K2W5;Installation collège privé;Privé;http://www.ledq.qc.ca;-71.226633;46.814618;Collégial;2_Privé
680;20200706;669546;Collège O'Sullivan de Québec inc.;Collège O'Sullivan de Québec inc.;840, rue Saint-Jean;;23027;Québec;V;G1R1R3;Collège privé;Privé;http://www.osullivan-quebec.qc.ca;-71.217105;46.81162;Collégial;2_Privé
681;20200706;669590;TOPMED- Centre collégial de transfert de;TOPMED- Centre collégial de transfert de technologie en orthèses, prothèses et équipements médicaux;755, Grande Allée Ouest;;23027;Québec;V;G1S1C1;Centre collégial de transfert de technologie;Privé;;-71.232673;46.795333;Collégial;2_Privé
772;20200706;693672;Collège Avalon (secteur anglophone);Collège Avalon (secteur anglophone);455 rue du Marais;L. 200;23027;Québec;V;G1M3A2;Installation collège privé;Privé;www.collegeavalon.com;-71.282692;46.827159;Collégial;2_Privé
773;20200706;693673;Collège Avalon;Collège Avalon;5101, rue Buchan, bureau 101;;66023;Montréal;V;H4P1S4;Installation collège privé;Privé;www.collegeavalon.com;-73.653039;45.497561;Collégial;2_Privé
774;20200706;693674;Collège Avalon/Avalon College;Collège Avalon (secteur anglophone);5101, rue Buchan, bureau 101;;66023;Montréal;V;H4P1S4;Installation collège privé;Privé;www.collegeavalon.com;-73.653039;45.497561;Collégial;2_Privé
775;20200706;693681;École des entrepreneurs du Québec;École des entrepreneurs du Québec;503, boulevard René-Lévesque Ouest;;66023;Montréal;V;H2Z1A8;Collège privé;Privé;www.eequebec.com;-73.566016;45.503993;Collégial;2_Privé
776;20200706;693691;École de pilotage Saint-Hubert inc.;École de pilotage Saint-Hubert inc.;5680, chemin de l'Aéroport;;58227;Longueuil;V;J3Y8Y9;Collège privé;Privé;www.ecoledepilotagesainthubert.com;-73.409908;45.51369;Collégial;2_Privé
777;20200706;693692;École de pilotage St-Hubert;École de pilotage Saint-Hubert inc. (secteur anglophone);5680, chemin de l'Aéroport;;58227;Longueuil;V;J3Y8Y9;Installation collège privé;Privé;www.ecoledepilotagesainthubert.com;-73.409908;45.51369;Collégial;2_Privé
778;20200706;693693;Collège Eid Air Aviation;Collège Eid Air Aviation;101, rue du Ciel;;46078;Bromont;V;J2L2X4;Collège privé;Privé;www.eidair.net;-72.732404;45.295968;Collégial;2_Privé
779;20200706;693694;Collège Eid Air Aviation (anglophone);Collège Eid Air Aviation (secteur anglophone);101, rue du Ciel;;46078;Bromont;V;J2L2X4;Installation collège privé;Privé;www.eidair.net;-72.732404;45.295968;Collégial;2_Privé
780;20200706;693695;Sélect aviation centre de formation;Sélect aviation centre de formation;10-4789, boulevard Allard;;49058;Drummondville;V;J2A2R8;Collège privé;Privé;selectaviation.com;-72.390731;45.851966;Collégial;2_Privé
781;20200706;693696;Sélect aviation centre de formation;Sélect aviation centre de formation (secteur anglophone);10-4789, boulevard Allard;;49058;Drummondville;V;J2A2R8;Installation collège privé;Privé;selectaviation.com;-72.390731;45.851966;Collégial;2_Privé
782;20200706;693697;Passport Hélico;Passport Hélico;3320, avenue de La Gare;Bureau 10;64015;Mascouche;V;J7K3C1;Collège privé;Privé;www.passport-helico.com;-73.595881;45.721726;Collégial;2_Privé
783;20200706;693698;Passport Hélico (anglophone);Passport Hélico (secteur anglophone);3320, avenue de La Gare;Bureau 10;64015;Mascouche;V;J7K3C1;Installation collège privé;Privé;www.passport-helico.com;-73.595881;45.721726;Collégial;2_Privé
784;20200706;693699;Collège d'aéronautique;Collège d'aéronautique;300, boulevard Marcel-Laurin, bureau 200;;66023;Montréal;V;H4M2L4;Collège privé;Privé;www.academyofaeronautics.com;-73.675901;45.503044;Collégial;2_Privé
785;20200706;693700;Collège d'aéronautique (anglais);Collège d'aéronautique (secteur anglophone);300, boulevard Marcel-Laurin, bureau 200;;66023;Montréal;V;H4M2L4;Installation collège privé;Privé;www.academyofaeronautics.com;-73.675901;45.503044;Collégial;2_Privé
786;20200706;693701;Collège d'aéronautique;Collège d'aéronautique;12550, rue Service A-4;Hangar numéro 16;74005;Mirabel;V;J7N1E8;Installation collège privé;Privé;www.academyofaeronautics.com;-74.02978;45.675658;Collégial;2_Privé
787;20200706;693702;Collège d'aéronautique;Collège d'aéronautique;12550, rue Service A-4;Hangar numéro 16;74005;Mirabel;V;J7N1E8;Installation collège privé;Privé;www.academyofaeronautics.com;-74.02978;45.675658;Collégial;2_Privé
788;20200706;693710;Collège Greystone;Collège Greystone;550, rue Sherbrooke Ouest, tour est;Bureau 800;66023;Montréal;V;H3A1B9;Collège privé;Privé;www.greystonecollege.com;-73.572533;45.505908;Collégial;2_Privé
789;20200706;693711;Collège Greystone (secteur anglophone);Collège Greystone (secteur anglophone);550, rue Sherbrooke Ouest, tour est;Bureau 800;66023;Montréal;V;H3A1B9;Installation collège privé;Privé;www.greystonecollege.com;-73.572533;45.505908;Collégial;2_Privé
790;20200706;693720;Institut Quadrilium de Montréal;Institut Quadrilium de Montréal;5285, boulevard Décarie, bureau 100;;66023;Montréal;V;H3W3C2;Collège privé;Privé;www.institut-quadrilium.com;-73.631994;45.485303;Collégial;2_Privé
791;20200706;693721;Institut Quadrilium de Montréal;Institut Quadrilium de Montréal (secteur anglophone);5285, boulevard Décarie, bureau 100;;66023;Montréal;V;H3W3C2;Installation collège privé;Privé;www.institut-quadrilium.com;-73.631998;45.4853;Collégial;2_Privé
720;20200706;690530;École du Show-Business;École du Show-Business;1922, rue Ste-Catherine Ouest 6e étage;;66023;Montréal;V;H3H1M4;Collège privé;Privé;http://www.ecoledushowbusiness.com;-73.580462;45.492308;Collégial;2_Privé
721;20200706;690555;Collège Universel - Campus Gatineau;Collège Universel - Campus Gatineau;101, rue Saint-Jean-Bosco;;81017;Gatineau;V;J8Y3G5;Collège privé;Privé;www.collegeuniversel.ca;-75.73832;45.428265;Collégial;2_Privé
722;20200706;690556;Collège Universel (anglophone);Collège Universel - Campus Gatineau (secteur anglophone);101, rue Saint-Jean-Bosco;;81017;Gatineau;V;J8Y3G5;Installation collège privé;Privé;www.collegeuniversel.ca;-75.73832;45.428265;Collégial;2_Privé
723;20200706;690571;Campus ND-Foy /Coll.BCM (Vézina);Campus Notre-Dame-de-Foy/Collège BCM (rue Vézina);5115, rue Vézina;;66023;Montréal;V;H3W1C2;Installation collège privé;Privé;www.cndf.qc.ca;-73.646236;45.494133;Collégial;2_Privé
724;20200706;690572;Campus ND-Foy /Coll.BCM (Décarie);Campus Notre-Dame-de-Foy/Collège BCM (boul. Décarie);6900, boulevard Décarie, bureau 216;;66058;Côte-Saint-Luc;V;H3X2T8;Installation collège privé;Privé;http://www.cndf.qc.ca;-73.650338;45.491484;Collégial;2_Privé
725;20200706;690574;Capitale Hélicoptère;Capitale Hélicoptère;1688, route de l'Aéroport;;23027;Québec;V;G2G0K1;Installation collège privé;Privé;www.cndf.qc.ca;-71.372998;46.800236;Collégial;2_Privé
726;20200706;691510;Collège MultiHexa Saguenay/Lac St-Jean;Collège MultiHexa Saguenay/Lac Saint-Jean;930, rue Jacques-Cartier Est;Bureau C-200;94068;Saguenay;V;G7H7K9;Collège privé;Privé;http://www.collegemultihexa.ca;-71.040513;48.421084;Collégial;2_Privé
727;20200706;691580;Collège CDI - Pointe Claire;Collège CDI Administration . Technologie . Santé - Pointe-Claire;1000, boulevard St-Jean;;66097;Pointe-Claire;V;H9R5P1;Établissement d'enseignement collège privé;Privé;http://www.cdicollege.com/;-73.832741;45.469077;Collégial;2_Privé
728;20200706;691581;Collège CDI - Anjou, ens. en anglais;Collège CDI Administration . Technologie . Santé - Anjou;7400, boulvard des Galeries d'Anjou;bureau 100;66023;Montréal;V;H1M3M2;Installation collège privé;Privé;www.collegecdi.ca;-73.564768;45.596906;Collégial;2_Privé
729;20200706;691582;Collège CDI - Anjou;Collège CDI Administration . Technologie . Santé - Anjou;7400, boulevard des Galeries d'Anjou;Bureau 130;66023;Montréal;V;H1M3M2;Établissement d'enseignement collège privé;Privé;http://www.collegecdi.ca;-73.564768;45.596906;Collégial;2_Privé
730;20200706;691583;Collège CDI Pointe-Claire, ens. en ang.;Collège CDI Administration . Technologie . Santé - Pointe-Claire;1000, boulevard St-Jean Bureau 500;;66097;Pointe-Claire;V;H9R5P1;Installation collège privé;Privé;http://www.cdicollege.com;-73.832741;45.469077;Collégial;2_Privé
731;20200706;692531;Institut Grasset;Institut Grasset;220, Avenue Fairmount Ouest;;66023;Montréal;V;H2T2M7;Installation collège privé;Privé;www.institut-grasset.qc.ca;-73.596486;45.521235;Collégial;2_Privé
732;20200706;692540;Collège d'enseignement en immobilier inc;Collège d'enseignement en immobilier inc.;405, avenue Ogilvy, bureau 104;;66023;Montréal;V;H3N1M3;Collège privé;Privé;www.college-cei.com;-73.625699;45.531078;Collégial;2_Privé
733;20200706;692550;Institut Teccart;Institut Teccart;3030, rue Hochelaga;;66023;Montréal;V;H1W1G2;Collège privé;Privé;http://www.teccart.qc.ca/;-73.554851;45.540421;Collégial;2_Privé
734;20200706;692551;Collège Tec@Art Rive-Sud;Collège Tec@Art Rive-Sud;4405, rue Leckie;;58227;Longueuil;V;J3Y9E6;Installation collège privé;Privé;http://www.teccart.qc.ca/;-73.431878;45.51843;Collégial;2_Privé
735;20200706;692552;Académie des arts et design;Académie des arts et design;7305, Marie-Victorin;2e étage;58007;Brossard;V;J4W1A6;Installation collège privé;Privé;http://www.teccart.qc.ca/;-73.491905;45.463604;Collégial;2_Privé
736;20200706;692570;Le CEFTEQ;Centre de formation collégial en techniques équines du Québec, le CEFTEQ;775, boulevard Saint-Luc;;56083;Saint-Jean-sur-Richelieu;V;J2W2G6;Collège privé;Privé;http://www.centreequestredechambly.com/;-73.32891;45.367543;Collégial;2_Privé
737;20200706;692580;École de sténographie judiciaire;École de sténographie judiciaire du Québec;465,rue St-Jean;Bureau 505;66023;Montréal;V;H2Y2R6;Collège privé;Privé;http://www.ecoledestenographie.ca/;-73.557216;45.502709;Collégial;2_Privé
738;20200706;692581;Sténographie judiciaire (anglophone);École de sténographie judiciaire du Québec (secteur anglophone);465, rue Saint-Jean;Bureau 505;66023;Montréal;V;H2Y2R6;Installation collège privé;Privé;http://www.ecoledestenographie.ca/;-73.557108;45.502604;Collégial;2_Privé
739;20200706;692590;Collège de l'immobilier du Québec;Collège de l'immobilier du Québec;600, chemin du Golf;;66023;Montréal;V;H3E1A8;Collège privé;Privé;http://www.collegeimmobilier.com;-73.552381;45.466976;Collégial;2_Privé
740;20200706;692591;Coll. de l'immo. du Québec, ens. ang.;Collège de l'immobilier du Québec, enseignement en anglais;600, chemin du Golf;;66023;Montréal;V;H3E1A8;Installation collège privé;Privé;http://www.collegeimmobilier.com;-73.552381;45.466976;Collégial;2_Privé
741;20200706;692592;Collège de l'immobilier du Québec;Collège de l'immobilier du Québec;6300, avenue Auteuil, bureau 527;;58007;Brossard;V;J4Z3P2;Installation collège privé;Privé;;-73.464205;45.467495;Collégial;2_Privé
742;20200706;692593;Collège de l'immobilier du Québec;Collège de l'immobilier du Québec;3224, avenue Jean-Béraud;;65005;Laval;V;H7T2S4;Installation collège privé;Privé;;-73.757844;45.567533;Collégial;2_Privé
743;20200706;693510;Collège TAV;Collège TAV;6333, boulevard Décarie;;66023;Montréal;V;H3W3E1;Collège privé;Privé;http://www.tav.ca;-73.643399;45.490456;Collégial;2_Privé
744;20200706;693511;Collège TAV;Collège TAV (secteur anglophone);5030, rue Jeanne-Mance;;66023;Montréal;V;H2V4J8;Installation collège privé;Privé;http://www.tav.ca;-73.594704;45.519797;Collégial;2_Privé
745;20200706;693520;Collège Ellis, campus de Drummondville;Collège Ellis, campus de Drummondville, Montréal;2195, avenue Ekers;;66072;Mont-Royal;V;H3S1C6;Installation collège privé;Privé;http://www.ellis.qc.ca;-73.627403;45.51591;Collégial;2_Privé
746;20200706;693521;Collège Ellis, campus de Drummondville;Collège Ellis, campus de Drummondville, Sainte-Agathe;33, rue Saint-Vincent;;78032;Sainte-Agathe-des-Monts;V;J8C2A5;Installation collège privé;Privé;http://www.ellis.qc.ca;-74.288198;46.047573;Collégial;2_Privé
747;20200706;693522;Collège Ellis, campus de Drummondville;Collège Ellis, campus de Drummondville, Longueuil;150, place Charles-Le Moyne;local L1-2060;58227;Longueuil;V;J4K0A8;Installation collège privé;Privé;http://www.ellis.qc.ca;-73.520342;45.524891;Collégial;2_Privé
748;20200706;693530;Collégial international Sainte-Anne;Collégial international Sainte-Anne;1300, boulevard Saint-Joseph;;66023;Montréal;V;H8S2M8;Collège privé;Privé;collegial.sainteanne.ca;-73.67581;45.432433;Collégial;2_Privé
749;20200706;693540;Collège Ellis, campus T-Riv, Longeuil;Collège Ellis, campus de Trois-Rivières, Longueuil;150, place Charles-Le Moyne, bureau 2060;;58227;Longueuil;V;J4K0A8;Installation collège privé;Privé;http://www.ellis.qc.ca;-73.520342;45.524891;Collégial;2_Privé
750;20200706;693550;Collège Canada inc.;Collège Canada inc.;1118, rue Sainte-Catherine Ouest;Bureau 403;66023;Montréal;V;H3B1H5;Collège privé;Privé;www.collegecanada.com;-73.572936;45.499593;Collégial;2_Privé
751;20200706;693551;Collège Canada (secteur anglophone);Collège Canada (secteur anglophone);1118, rue Sainte-Catherine Ouest;4e étage;66023;Montréal;V;H3B1H5;Installation collège privé;Privé;www.collegecanada.com;-73.572936;45.499593;Collégial;2_Privé
752;20200706;693560;Collège St-Michel;Collège St-Michel;1995, rue Bélanger;;66023;Montréal;V;H2G1B8;Collège privé;Privé;;-73.602282;45.548009;Collégial;2_Privé
753;20200706;693561;Collège St-Michel;Collège St-Michel;1900, rue Sauvé Est;;66023;Montréal;V;H2B3A8;Installation collège privé;Privé;www.collegest-michel.ca;-73.646744;45.566479;Collégial;2_Privé
754;20200706;693562;Collège St-Michel;Collège St-Michel (secteur anglophone);1995, rue Bélanger;;66023;Montréal;V;H2G1B8;Installation collège privé;Privé;www.collegest-michel.ca;-73.602282;45.548009;Collégial;2_Privé
755;20200706;693570;Collège des Tech. de l'Information;Collège des Technologies de l'Information de Montréal;1255, boulevard Robert-Bourassa;Bureau 100;66023;Montréal;V;H3B3V8;Collège privé;Privé;www.montrealcollege.ca;-73.569217;45.503141;Collégial;2_Privé
756;20200706;693571;Collège des Technologies de l'Info. Mtl;Collège des Technologies de l'Information de Montréal;1255, boulevard Robert-Bourassa;Bureau 502;66023;Montréal;V;H3B3V8;Installation collège privé;Privé;;-73.569217;45.503141;Collégial;2_Privé
757;20200706;693580;Collège Inter-Dec (Laval);Collège Inter-Dec (Laval);1595, boulevard Daniel-Johnson;;65005;Laval;V;H7V4C2;Installation collège privé;Privé;http://www.collegeinterdec.com;-73.743126;45.557666;Collégial;2_Privé
758;20200706;693590;Air Richelieu;Air Richelieu;5800, route de l'Aéroport;;58227;Longueuil;V;J3Y8Y9;Collège privé;Privé;www.airrichelieu.com;-73.408295;45.514085;Collégial;2_Privé
759;20200706;693591;Air Richelieu (secteur anglophone);Air Richelieu (secteur anglophone);5800, route de l'Aéroport;;58227;Longueuil;V;J3Y8Y9;Installation collège privé;Privé;www.airrichelieu.com;-73.412887;45.519675;Collégial;2_Privé
760;20200706;693600;Isart Digital Montréal inc.;Isart Digital Montréal inc.;1440, rue Sainte-Catherine Ouest;suite 1000;66023;Montréal;V;H3G1R8;Collège privé;Privé;www.isartdigital.ca;-73.576322;45.495757;Collégial;2_Privé
761;20200706;693603;Rubika;Rubika, école supérieure de création numérique appliquée à l'animation, au design et au jeu vidéo inc.;430-5455, Avenue de Gaspé;;66023;Montréal;V;H2T3B3;Collège privé;Privé;http://rubika-edu.ca/;-73.596369;45.527525;Collégial;2_Privé
762;20200706;693610;Coll. de gest., tech. et santé Matrix;Collège de gestion, technologie et santé Matrix inc.;1980, rue Sherbrooke Ouest;bureau 240, 609, 709 et 711;66023;Montréal;V;H3H1E8;Collège privé;Privé;www.matrixcollege.ca;-73.569217;45.503141;Collégial;2_Privé
763;20200706;693611;Gestion,tech.,santé Matrix (anglophone);Collège de gestion, technologie et santé Matrix inc (secteur anglophone);1980, rue Sherbrooke Ouest;Bureau 609 et 709;66023;Montréal;V;H3H1E8;Installation collège privé;Privé;www.matrixcollege.ca;-73.58365;45.493727;Collégial;2_Privé
764;20200706;693620;Musitechnic Formation, ens. en anglais;Musitechnic Formation, enseignement en anglais;1088, rue Clark;;66023;Montréal;V;H2Z1K2;Installation collège privé;Privé;http://www.musitechnic.com;-73.560962;45.507753;Collégial;2_Privé
